id,name,value,timestamp,traceId,trace.tags
4684a435-d0f1-4ea7-bf5f-a09511dfe021,cost_usd,0.0009235500000000001,2026-03-15T12:42:52.382Z,261a5a29-ce61-4ce2-b6e5-c9c1d1b59131,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
7d2ba274-a8ac-4a05-ad25-c83e2b97af39,error_type,0.0,2026-03-15T12:42:52.382Z,261a5a29-ce61-4ce2-b6e5-c9c1d1b59131,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
f3dcfcc4-958e-4172-9623-23cbe99847cc,cost_usd,0.00105025,2026-03-15T12:42:52.381Z,73a697cd-4dcf-4d18-a68f-81e6ac0b9d6c,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
73e3458f-e010-4192-98b1-522d170201f1,accuracy,0.0,2026-03-15T12:42:52.381Z,261a5a29-ce61-4ce2-b6e5-c9c1d1b59131,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
baa5e989-02d6-4391-a9a0-4c1c0f76fb48,accuracy,1.0,2026-03-15T12:42:52.381Z,672a3b9b-c75c-4e9c-89dd-7d2784b0269f,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
aae11749-1154-4ed2-91b4-12ee9c9fcb8d,error_type,0.0,2026-03-15T12:42:52.381Z,73a697cd-4dcf-4d18-a68f-81e6ac0b9d6c,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
5aab43a5-6b1c-41d6-b5f2-44826301ceed,error_type,0.0,2026-03-15T12:42:52.381Z,672a3b9b-c75c-4e9c-89dd-7d2784b0269f,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
a7433f0e-e8b9-43c8-a216-a7c4265bf30a,cost_usd,0.0010501500000000001,2026-03-15T12:42:52.381Z,672a3b9b-c75c-4e9c-89dd-7d2784b0269f,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
46a6d564-dcf8-4558-a87b-d219c9e55759,accuracy,0.0,2026-03-15T12:42:52.381Z,73a697cd-4dcf-4d18-a68f-81e6ac0b9d6c,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
7c8dfb13-da46-4bee-9183-43fbb67af2d2,cost_usd,0.0009279500000000001,2026-03-15T12:42:52.381Z,0fe5fad8-4f1c-4633-a8dd-8c1fda5213c8,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
9fb1a80e-c896-4e21-857a-9a9d04c93008,cost_usd,0.00010745000000000001,2026-03-15T12:42:52.380Z,360b03fc-4223-4eef-a51e-4dce5f9176d6,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
cba75dd9-9193-4f41-8b8c-d428399d4481,accuracy,1.0,2026-03-15T12:42:52.380Z,360b03fc-4223-4eef-a51e-4dce5f9176d6,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
4a058335-b3e2-40b6-9a1c-c021195d7e22,error_type,0.0,2026-03-15T12:42:52.380Z,0fe5fad8-4f1c-4633-a8dd-8c1fda5213c8,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
024861ce-783b-44ee-9257-1b7f95659332,accuracy,0.0,2026-03-15T12:42:52.380Z,0fe5fad8-4f1c-4633-a8dd-8c1fda5213c8,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
497aabe0-9edf-4079-a3ff-05bb3e71e47a,error_type,0.0,2026-03-15T12:42:52.380Z,360b03fc-4223-4eef-a51e-4dce5f9176d6,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
97b90014-fb5e-402a-acbb-19c8924404b2,accuracy,0.0,2026-03-15T12:42:52.380Z,7417b38d-212e-4867-a817-e2fa8402f73f,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
63cba3b1-3d1f-4015-9f06-38e6ea46e14a,error_type,0.0,2026-03-15T12:42:52.380Z,7417b38d-212e-4867-a817-e2fa8402f73f,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
01bf73bb-444c-4777-b0df-38dc4f5844eb,cost_usd,0.00092515,2026-03-15T12:42:52.380Z,931d5ab1-26b7-4c4f-bba0-cb4102e806c6,"['batch_evaluation', 'model:gemini-2.0-flash', 'run:gha-23110582881']"
